director_name,genres,actor_1_name,actor_2_name,actor_3_name,movie_title,language
Josh Gordon,Comedy Drama Romance,Caroline Dhavernas,Scott Elrod,Kelli Barrett,the switch,English
Shawn Levy,Comedy Romance,Taran Killam,David Agranov,David Moscow,just married,English
Lee Tamahori,Biography Drama Thriller,Mem Ferda,Dominic Cooper,Ludivine Sagnier,the devil's double,English
unknown,Comedy Drama Reality-TV Romance,Nicole 'Snooki' Polizzi,Jenni 'Jwoww' Farley,Paul 'Pauly D' DelVecchio,"gone, baby, gone            ",English
Britt Allcroft,Adventure Comedy Drama Family Fantasy,Mara Wilson,Colm Feore,Peter Fonda,thomas and the magic railroad,English
Breck Eisner,Horror Thriller,Radha Mitchell,Glenn Morshower,John Aylward,the crazies,English
Hayao Miyazaki,Adventure Animation Family Fantasy,Bunta Sugawara,Ryûnosuke Kamiki,Miyu Irino,spirited away,Japanese
Alan Yuen,Action Crime Thriller,Andy Lau,Michael Wong,Terence Yin,firestorm,Mandarin
Roger Donaldson,Action Adventure Drama History Romance,Liam Neeson,Anthony Hopkins,Laurence Olivier,the bounty,English
Brian Percival,Drama War,Emily Watson,Sophie Nélisse,Roger Allam,the book thief,English
Sean Anders,Adventure Comedy Romance,Katrina Bowden,Michael Cudlitz,Alice Greczyn,sex drive,English
Anand Tucker,Comedy Romance,Adam Scott,Kaitlin Olson,Dominique McElligott,leap year,English
Anthony Mann,Drama History War,James Mason,Mel Ferrer,Stephen Boyd,the fall of the roman empire,English
Michael Dowse,Comedy Drama Romance,Topher Grace,Michael Biehn,Dan Fogler,take me home tonight,English
Daniel Barnz,Drama,Holly Hunter,Rosie Perez,Dante Brown,won't back down,English
Emile Ardolino,Family Fantasy Music,Darci Kistler,Kyra Nichols,Margaret Tracey,the nutcracker,English
Robert Altman,Crime Drama Music Thriller,Steve Buscemi,Jennifer Jason Leigh,Miranda Richardson,kansas city,English
James Schamus,Drama,Logan Lerman,Sarah Gadon,Tracy Letts,indignation,Hebrew
Andrew Douglas,Drama Horror Mystery Thriller,Jimmy Bennett,Chloë Grace Moretz,Ryan Reynolds,the amityville horror,English
Spike Jonze,Comedy Drama,Nicolas Cage,Meryl Streep,Roger Willie,adaptation.,English
George A. Romero,Horror,Tony Nappo,Shawn Roberts,Pedro Miguel Arce,land of the dead,English
Danny Pang,Action,Louis Koo,Angelica Lee,Ching Wan Lau,out of inferno,Chinese
Terry Gilliam,Adventure Comedy Drama,Johnny Depp,Michael Jeter,Ellen Barkin,fear and loathing in las vegas,English
Ricky Gervais,Comedy Fantasy Romance,Jennifer Garner,Tina Fey,Martin Starr,the invention of lying,English
Nicholas Stoller,Comedy,Craig Roberts,Carla Gallo,Ike Barinholtz,neighbors,English
Chuck Russell,Action Comedy Crime Fantasy,Peter Greene,Amy Yasbeck,Reg E. Cathey,the mask,English
Penny Marshall,Comedy Drama Family Fantasy Romance,Tom Hanks,Jon Lovitz,John Heard,big,English
Larry Charles,Comedy,Luenell,Ken Davitian,Chester,borat: cultural learnings of america for make benefit glorious nation of kazakhstan,English
Robert Luketic,Comedy Romance,Linda Cardellini,Raquel Welch,Alanna Ubach,legally blonde,English
Leonard Nimoy,Action Adventure Sci-Fi,Leonard Nimoy,Nichelle Nichols,Walter Koenig,star trek iii: the search for spock,English
Scott Derrickson,Drama Horror Thriller,Tom Wilkinson,Colm Feore,JR Bourne,the exorcism of emily rose,English
Mike Mitchell,Comedy Romance,Amy Poehler,Eddie Griffin,Bree Turner,deuce bigalow: male gigolo,English
Vic Armstrong,Action Drama Fantasy Mystery Thriller,Nicolas Cage,Lea Thompson,Quinton Aaron,left behind,English
Thomas Bezucha,Comedy Drama Romance,Craig T. Nelson,Paul Schneider,Tyrone Giordano,the family stone,English
Kevin Rodney Sullivan,Comedy Drama,Harry Lennix,Sean Patrick Thomas,Kenan Thompson,barbershop 2: back in business,English
Terry Zwigoff,Comedy Crime Drama,Bernie Mac,Tony Cox,Alex Borstein,bad santa,English
Jay Roach,Comedy Crime,Will Ferrell,Charles Napier,Robert Wagner,austin powers: international man of mystery,English
Kirk Jones,Comedy Family Romance,Nia Vardalos,Louis Mandylor,Joey Fatone,my big fat greek wedding 2,English
David Bowers,Comedy Family,Zachary Gordon,Rachael Harris,Fran Kranz,diary of a wimpy kid: rodrick rules,English
John McTiernan,Action Horror Sci-Fi,Shane Black,Bill Duke,Carl Weathers,predator,English
Milos Forman,Biography Drama History Music,Jeffrey Jones,F. Murray Abraham,Tom Hulce,amadeus,English
Nelson McCormick,Horror Mystery,Ming-Na Wen,Scott Porter,Collins Pennie,prom night,English
Mark Waters,Comedy,Tina Fey,Amy Poehler,Neil Flynn,mean girls,English
Audrey Wells,Comedy Drama Romance,Raoul Bova,Lindsay Duncan,Mario Monicelli,under the tuscan sun,English
Robert Altman,Drama Mystery,Kristin Scott Thomas,Bob Balaban,Tom Hollander,gosford park,English
unknown,Comedy Drama Romance,Peter Gallagher,Melinda Clarke,Tate Donovan,the o.c.            ,English
Francis Ford Coppola,Comedy Drama Fantasy Romance,Nicolas Cage,Kathleen Turner,Joan Allen,peggy sue got married,English
Alejandro G. Iñárritu,Comedy Drama Romance,Emma Stone,Naomi Watts,Merritt Wever,birdman or (the unexpected virtue of ignorance),English
Woody Allen,Drama,Sally Hawkins,Charlie Tahan,Andrew Dice Clay,blue jasmine,English
Paul Greengrass,Drama History Thriller,Christian Clemenson,David Alan Basche,Susan Blommaert,united 93,English
Bille Woodruff,Drama Music Romance,Christian Monzon,Mekhi Phifer,Romeo Miller,honey,English
Edward Zwick,Drama History War,Denzel Washington,Morgan Freeman,Matthew Broderick,glory,English
Rick Friedberg,Action Comedy,Hulk Hogan,Barry Bostwick,Nicollette Sheridan,spy hard,English
John Carpenter,Fantasy Horror,Jamie Lee Curtis,Hal Holbrook,Janet Leigh,the fog,English
Sean McNamara,Biography Drama Family Sport,Dennis Quaid,Chris Brochu,Craig T. Nelson,soul surfer,English
Mike Nichols,Comedy Drama War,Bob Newhart,Bob Balaban,Martin Balsam,catch-22,English
Jody Hill,Comedy Crime Drama,Collette Wolfe,Celia Weston,Dan Bakkedahl,observe and report,English
Richard Fleischer,Action Adventure Fantasy,Mako,Olivia d'Abo,Grace Jones,conan the destroyer,English
Martin Scorsese,Biography Drama Sport,Robert De Niro,Cathy Moriarty,Frank Vincent,raging bull,English
Brandon Camp,Drama Romance,Judy Greer,Sasha Alexander,Frances Conroy,love happens,English
Barry Levinson,Adventure Fantasy Mystery Thriller,Nicholas Rowe,Roger Ashton-Griffiths,Freddie Jones,young sherlock holmes,English
Kevin Tancharoen,Comedy Drama Musical Romance,Kelsey Grammer,Kay Panabaker,Megan Mullally,fame,English
Danny Boyle,Adventure Biography Drama Thriller,James Franco,Treat Williams,Kate Burton,127 hours,English
Woody Allen,Comedy Crime,Woody Allen,Jon Lovitz,Michael Rapaport,small time crooks,English
Nicholas Hytner,Drama Music Romance,Amanda Schull,Susan May Pratt,Ethan Stiefel,center stage,English
Jessie Nelson,Comedy,Olivia Wilde,Alex Borstein,Timothée Chalamet,love the coopers,English
Bart Freundlich,Comedy Crime,Kristen Stewart,Corbin Bleu,Kevin G. Schmidt,catch that kid,English
Irwin Winkler,Drama,Ian Somerhalder,Hayden Christensen,Kristin Scott Thomas,life as a house,English
Danny Boyle,Biography Drama,Kate Winslet,Michael Fassbender,Michael Stuhlbarg,steve jobs,English
Chris Columbus,Comedy Romance,Alan Ruck,Marie Avgeropoulos,Shawn Roberts,"i love you, beth cooper",English
Miguel Arteta,Comedy Drama Romance,Steve Buscemi,Ari Graynor,Fred Willard,youth in revolt,English
William A. Fraker,Action Adventure Western,Jason Robards,Richard Farnsworth,Michael Horse,the legend of the lone ranger,English
John Boorman,Drama Thriller,Daniel Radcliffe,Jamie Lee Curtis,Mark Margolis,the tailor of panama,English
Brian De Palma,Mystery Thriller,Nancy Allen,Dennis Franz,John McMartin,blow out,English
Courtney Solomon,Action Crime Thriller,Rebecca Budig,Paul Freeman,Bruce Payne,getaway,English
Ang Lee,Drama,Joan Allen,Kate Burton,Henry Czerny,the ice storm,English
Rob Reiner,Comedy Drama Romance,Yaya DaCosta,Annie Parisse,Frankie Valli,and so it goes,English
Jeff Kanew,Adventure Comedy,Craig T. Nelson,Shelley Long,Kellie Martin,troop beverly hills,English
István Szabó,Comedy Drama Romance,Miriam Margolyes,Shaun Evans,Juliet Stevenson,being julia,English
Adrian Lyne,Drama Romance,David Margulies,Karen Young,Kim Chan,9½ weeks,English
Matthew Robbins,Action Adventure Fantasy,Ian McDiarmid,Ralph Richardson,Albert Salmi,dragonslayer,English
Michael Hoffman,Biography Drama Romance,David Masterson,Kerry Condon,Anne-Marie Duff,the last station,English
Tim Burton,Biography Comedy Drama,Johnny Depp,Bill Murray,Martin Landau,ed wood,English
Jason Reitman,Drama,J.K. Simmons,Kate Winslet,Brooke Smith,labor day,English
Sergey Bodrov,Adventure Biography Drama History War,Tadanobu Asano,Khulan Chuluun,Honglei Sun,mongol: the rise of genghis khan,Mongolian
Guy Ritchie,Action Crime Thriller,Tom Hardy,Gerard Butler,Tom Wilkinson,rocknrolla,English
Hal Needham,Action Sci-Fi,Barry Bostwick,Michael Beck,Henry Silva,megaforce,English
Kenneth Branagh,Drama,Julie Christie,Brian Blessed,Richard Briers,hamlet,English
Bruce Beresford,Biography Drama Music Romance,Bruce Greenwood,Suzie Steen,Aden Young,mao's last dancer,English
Jeff Nichols,Adventure Drama Sci-Fi Thriller,Kirsten Dunst,Sam Shepard,Paul Sparks,midnight special,English
Woody Allen,Comedy Romance,Woody Allen,Stockard Channing,Fisher Stevens,anything else,English
Jonathan Teplitzky,Biography Drama Romance War,Jeremy Irvine,Colin Firth,Sam Reid,the railway man,English
unknown,Drama Mystery,Poppy Montgomery,Dylan Walsh,Dallas Roberts,unforgettable            ,unknown
Michael Haneke,Drama Mystery,Ulrich Tukur,Burghart Klaußner,Leonie Benesch,the white ribbon,German
Zack Ward,Horror,Zack Ward,Anna Harr,James Cullen Bressack,restoration,English
Mike Marvin,Action Horror Romance Sci-Fi Thriller,Clint Howard,Randy Quaid,Nick Cassavetes,the wraith,English
D.J. Caruso,Crime Drama Mystery Thriller,Adam Goldberg,Meat Loaf,Anthony LaPaglia,the salton sea,English
Nimród Antal,Music,James Hetfield,Mackenzie Gray,Lars Ulrich,metallica through the never,English
Gregor Jordan,Crime Drama Thriller,Austin Nichols,Brad Renfro,Lou Taylor Pucci,the informers,English
unknown,Biography Crime Drama Thriller,Edgar Ramírez,Nora von Waldstätten,Katharina Schüttler,carlos            ,English
Tran Anh Hung,Thriller,Takuya Kimura,Simón Andreu,Shawn Yue,i come with the rain,English
Lance Hool,Action Drama History Romance War Western,Tom Berenger,Joaquim de Almeida,Mark Moses,one man's hero,English
George A. Romero,Horror,Greg Nicotero,John Amplas,Joseph Pilato,day of the dead,English
Chuck Russell,Action Crime Drama Thriller,Sam Trammell,Rebecca De Mornay,Amanda Schull,i am wrath,English
Christian Volckman,Action Animation Sci-Fi Thriller,Romola Garai,Catherine McCormack,Kevork Malikyan,renaissance,English
Jon Cassar,Drama Western,Demi Moore,Landon Liboiron,Michael Wincott,forsaken,English
Richard Fleischer,Action Adventure Fantasy,Ernie Reyes Jr.,Brigitte Nielsen,Sandahl Bergman,red sonja,English
Rodrigo Cortés,Drama Horror Mystery Thriller,Robert De Niro,Toby Jones,Craig Roberts,red lights,English
Greg Mottola,Comedy,Emma Stone,Joe Lo Truglio,Kevin Corrigan,superbad,English
Tyler Perry,Comedy Crime Drama,Vanessa Ferlito,Keshia Knight Pulliam,Derek Luke,madea goes to jail,English
David Hayter,Action Horror,Jason Momoa,Jennifer Hale,Stephen McHattie,wolves,English
Jon M. Chu,Drama Music Musical Romance,Cassie Ventura,Mari Koda,Luis Rosado,step up 2: the streets,English
Cory Edwards,Action Animation Comedy Crime Family,Anne Hathaway,Chazz Palminteri,Jim Belushi,hoodwinked!,English
Terry George,Drama History War,Don Cheadle,Sophie Okonedo,Hakeem Kae-Kazim,hotel rwanda,English
Xavier Gens,Action Crime Drama Thriller,Henry Ian Cusick,Dougray Scott,Ulrich Thomsen,hitman,English
Kasi Lemmons,Drama Family Music Musical,Jennifer Hudson,Mary J. Blige,Vondie Curtis-Hall,black nativity,English
Brian A Miller,Action Thriller,Bruce Willis,50 Cent,Jessica Lowndes,the prince,English
Matt Dillon,Crime Drama Thriller,Kirk Fox,Shawn Andrews,Rob Campbell,city of ghosts,English
Alejandro Amenábar,Fantasy Horror Thriller,Fionnula Flanagan,Elaine Cassidy,Eric Sykes,the others,English
James Cameron,Action Adventure Sci-Fi,Michael Biehn,Carrie Henn,Jenette Goldstein,aliens,English
George Cukor,Drama Family Musical Romance,Jeremy Brett,Rex Harrison,Theodore Bikel,my fair lady,English
Jim Gillespie,Horror Mystery Thriller,Muse Watson,Sarah Michelle Gellar,Anne Heche,i know what you did last summer,English
Luke Greenfield,Comedy,Rob Riggle,Damon Wayans Jr.,James D'Arcy,let's be cops,English
Alexander Payne,Adventure Comedy Drama Romance,Virginia Madsen,Patrick Gallagher,M.C. Gainey,sideways,English
Jay Chandrasekhar,Comedy,Chris Moss,Owain Yeoman,Jay Chandrasekhar,beerfest,English
John Carpenter,Horror Thriller,Jamie Lee Curtis,Donald Pleasence,P.J. Soles,halloween,English
Yimou Zhang,Action Adventure History,Jet Li,Tony Chiu Wai Leung,Maggie Cheung,hero,Mandarin
John Hoffman,Comedy Drama Family Fantasy Sci-Fi,Liam Aiken,Molly Shannon,Kevin Nealon,good boy!,English
Malcolm D. Lee,Comedy Drama,Harold Perrineau,Sanaa Lathan,Eddie Cibrian,the best man holiday,English
Joe Carnahan,Action Crime Drama Thriller,Ryan Reynolds,Common,Alex Rocco,smokin' aces,English
Kevin Greutert,Horror Mystery,Costas Mandylor,Gina Holden,Betsy Russell,saw 3d: the final chapter,English
Michael Lehmann,Comedy Romance,Emmanuelle Vaugier,Vinessa Shaw,Paulo Costanzo,40 days and 40 nights,English
Joseph Kosinski,Action Adventure Sci-Fi,Jeff Bridges,Olivia Wilde,James Frain,tron: legacy,English
John Fortenberry,Comedy Music Romance,Will Ferrell,Chris Kattan,Dan Hedaya,a night at the roxbury,English
Daniel Barnz,Drama Fantasy Romance,Alex Pettyfer,Mary-Kate Olsen,Erik Knudsen,beastly,English
Alexandre Aja,Horror,Dan Byrd,Greg Nicotero,Vinessa Shaw,the hills have eyes,English
Sam Weisman,Comedy,Kevin Grevioux,Jenna Boyd,Mary McCormack,dickie roberts: former child star,English
Niki Caro,Biography Drama Sport,Morgan Saylor,Valente Rodriguez,Diana Maria Riva,"mcfarland, usa",English
Erik White,Comedy,Brandon T. Jackson,Loretta Devine,Shad Moss,lottery ticket,English
Chris Robinson,Comedy Crime Drama Music Romance,T.I.,Adam Boyer,Malika,atl,English
Jason Moore,Comedy Music Romance,Anna Kendrick,Hana Mae Lee,Ben Platt,pitch perfect,English
Michael Tollin,Comedy Drama Romance Sport,Marc Blucas,Brian Dennehy,Bruce Davison,summer catch,English
Sam Raimi,Crime Drama Thriller,Gary Cole,Bridget Fonda,Chelcie Ross,a simple plan,English
Robert Harmon,Horror Mystery Thriller,Alexander Gould,Ethan Embry,Marc Blucas,they,English
Trent Cooper,Comedy Romance,Thomas F. Wilson,Larry the Cable Guy,Megyn Price,larry the cable guy: health inspector,English
Gary Halvorson,Adventure Comedy Family Fantasy Musical,Vanessa Williams,Kevin Clash,Caroll Spinney,the adventures of elmo in grouchland,English
Antoine Fuqua,Crime Drama Thriller,Don Cheadle,Lili Taylor,Armando Riesco,brooklyn's finest,English
Nicholas Ray,Action Adventure Drama History War,Ava Gardner,David Niven,John Ireland,55 days at peking,English
Fede Alvarez,Horror,Lou Taylor Pucci,Elizabeth Blackmore,Ellen Sandweiss,evil dead,English
Donald Petrie,Comedy Romance,Nia Vardalos,Harland Williams,Rachel Dratch,my life in ruins,English
Paul Weitz,Comedy Music,Judy Greer,Dennis Quaid,Chris Klein,american dreamz,English
Sidney J. Furie,Action Adventure Family Sci-Fi,Jim Broadbent,Margot Kidder,William Hootkins,superman iv: the quest for peace,English
Ian Iqbal Rashid,Drama,DeRay Davis,Clé Bennett,Conrad Coates,how she move,English
Wayne Kramer,Action Crime Drama Thriller,Paul Walker,Chazz Palminteri,Ivana Milicevic,running scared,English
Rowdy Herrington,Biography Drama Romance Sport,Aidan Quinn,Jeremy Northam,Paul Freeman,bobby jones: stroke of genius,English
Jim Goddard,Adventure Crime Drama Romance,Victor Wong,Paul Freeman,Clyde Kusatsu,shanghai surprise,English
Neil Burger,Drama Mystery Romance Thriller,Rufus Sewell,Eddie Marsan,Jake Wood,the illusionist,English
Noel Marshall,Adventure Horror Thriller,Tippi Hedren,Melanie Griffith,Zakes Mokae,roar,English
Joel Schumacher,Biography Crime Drama Thriller,Brenda Fricker,David Murray,Gerard McSorley,veronica guerin,English
Andrea Di Stefano,Crime Drama Romance Thriller,Josh Hutcherson,Brady Corbet,Carlos Bardem,escobar: paradise lost,English
Richard Kelly,Comedy Mystery Sci-Fi Thriller,Janeane Garofalo,Curtis Armstrong,Chris Andrew Ciulla,southland tales,English
Guillaume Ivernel,Adventure Animation Family Fantasy,Rob Paulsen,Jess Harnell,Mary Mouser,dragon hunters,French
Jack Smight,Sci-Fi,George Peppard,Jan-Michael Vincent,Paul Winfield,damnation alley,English
Todd Lincoln,Horror Thriller,Julianna Guill,Rick Gomez,Tim Williams,the apparition,English
Howard Zieff,Comedy Drama Family Romance,Macaulay Culkin,Jamie Lee Curtis,Griffin Dunne,my girl,English
Steven Shainberg,Biography Drama Romance,Robert Downey Jr.,Ty Burrell,Matt Servitto,fur: an imaginary portrait of diane arbus,English
Neil Burger,Drama Mystery Romance Thriller,Rufus Sewell,Eddie Marsan,Jake Wood,the illusionist,English
Oliver Stone,Crime Drama,Hal Holbrook,Tamara Tunie,James Karen,wall street,English
Ang Lee,Drama Romance,Alan Rickman,Kate Winslet,Tom Wilkinson,sense and sensibility,English
Julian Jarrold,Biography Drama Romance,Anne Hathaway,Julie Walters,Laurence Fox,becoming jane,English
Joe Nussbaum,Comedy Romance,Danny Strong,Matt Long,Samm Levine,sydney white,English
Vadim Perelman,Drama,Frances Fisher,Kim Dickens,Ron Eldard,house of sand and fog,English
Peter Weir,Comedy Drama,Robin Williams,Josh Charles,Kurtwood Smith,dead poets society,English
Peter Farrelly,Comedy,Lauren Holly,Mike Starr,Teri Garr,dumb & dumber,English
Rob Reiner,Comedy Drama Romance,Bruno Kirby,Gretchen Palmer,Harley Jane Kozak,when harry met sally...,English
Sidney Lumet,Drama,Charlotte Rampling,James Mason,Jack Warden,the verdict,English
Todd Phillips,Comedy,Ethan Suplee,Rachel Blanchard,Paulo Costanzo,road trip,English
Brian Robbins,Comedy Drama Romance Sport,Paul Walker,Ron Lester,Mark Walters,varsity blues,English
Michel Hazanavicius,Comedy Drama Romance,Bérénice Bejo,Ed Lauter,Beth Grant,the artist,English
David S. Goyer,Drama Fantasy Horror Mystery Thriller,Gary Oldman,Atticus Shaffer,Rachel Brosnahan,the unborn,English
